Card Name,Quantity,ID #,Rarity,Set,Collector #,Premium,
"Tribute to the Wild",1,40654,Uncommon,CMD,175/318,No
"Trickbind",1,25553,Rare,TSP,88/301,No
"Trigon of Infestation",1,38041,Uncommon,SOM,214/249,No
"Triskelavus",1,40776,Rare,CMD,263/318,No
"Triton Cavalry",1,52100,Uncommon,JOU,55/165,No
"Triton Fortune Hunter",1,50357,Uncommon,THS,69/249,Yes
"Triton Shorestalker",1,51985,Common,JOU,56/165,Yes
"Triumph of Ferocity",1,44275,Uncommon,AVR,198/244,No
"Triumph of the Hordes",1,40026,Uncommon,NPH,123/175,No
"Troll Ascetic",1,40703,Rare,CMD,176/318,No
"Tromokratis",1,51725,Rare,BNG,55/165,No
"Tromp the Domains",1,49056,Uncommon,MMA,171/229,No
"Trostani, Selesnya's Voice",1,46553,Mythic Rare,RTR,206/274,No
"Trostani's Summoner",1,48210,Uncommon,DGM,110/156,No
"Trove of Temptation",1,65358,Uncommon,XLN,171/279,No
"True Conviction",1,38221,Rare,SOM,25/249,No
"Trueheart Duelist",1,63672,Uncommon,AKH,35/269,No
"Trueheart Twins",1,63908,Uncommon,AKH,153/269,No
"Trygon Predator",1,48902,Uncommon,MMA,185/229,No
"Tsabo Tavoc",1,15009,Rare,IN,281/350,No
"Tuknir Deathlock",1,33740,Uncommon,ME3,184/230,No
"Tuktuk the Explorer",1,54849,Rare,C14,183/337,No
"Tunnel Vision",1,23406,Rare,RAV,72/306,No
"Turn Against",1,58593,Uncommon,BFZ,135/274,No
"Turnabout",1,12103,Uncommon,UZ,105/350,No
"Turntimber Grove",1,34360,Common,ZEN,227/249,No
"Turtleshell Changeling",1,28633,Uncommon,LRW,94/301,No
"Tuskguard Captain",1,54392,Uncommon,KTK,156/269,No
"Twilight Drover",1,23588,Rare,RAV,33/306,No
"Twilight Prophet",1,66629,Mythic Rare,RIX,88/196,No
"Twilight Shepherd",1,54729,Rare,C14,94/337,No
"Twincast",1,33059,Rare,M10,78/249,No
"Twins of Maurer Estate",1,60168,Common,SOI,142/297,No
"Twinstrike",1,24073,Uncommon,DIS,134/180,No
"Twisted Image",1,38207,Uncommon,SOM,50/249,No
"Two-Headed Dragon",1,30811,Rare,DRB,15/15,Yes
"Two-Headed Giant of Foriys",1,211,Rare,PRM,58/1158,No
"Tymaret, the Murder King",1,50529,Rare,THS,207/249,Yes
"Tymna the Weaver",1,62327,Rare,PZ2,44/73,No
"Tyrant of Discord",1,44225,Rare,AVR,162/244,No
"Tyrant's Familiar",1,55121,Rare,C14,39/337,No
"Tyrranax",1,20734,Common,5DN,98/165,No
"Ulamog, the Ceaseless Hunger",1,58301,Mythic Rare,BFZ,15/274,No
"Ulamog, the Infinite Gyre",1,57206,Mythic Rare,MM2,6/249,No
"Ulamog's Despoiler",1,58299,Uncommon,BFZ,16/274,No
"Ulasht, the Hate Seed",1,23833,Rare,GPT,136/165,No
"Umbra Mystic",1,36352,Rare,ROE,52/248,No
"Umbral Mantle",1,29639,Uncommon,SHM,267/301,No
"Umezawa's Jitte",1,37945,Rare,TD0,B30/41,No
"Unburden",1,63830,Common,AKH,114/269,No
"Uncage the Menagerie",1,64758,Mythic Rare,HOU,137/199,No
"Unclaimed Territory",1,65546,Uncommon,XLN,258/279,No
"Unconventional Tactics",1,64538,Uncommon,HOU,27/199,No
"Undead Alchemist",1,42698,Rare,ISD,84/264,No
"Undead Gladiator",1,17977,Rare,ONS,178/350,No
"Undead Minotaur",1,49423,Common,M14,119/249,No
"Undead Warchief",1,44638,Uncommon,PC1,44/169,No
"Undercity Plague",1,47914,Rare,GTC,83/249,Yes
"Underground River",1,22623,Rare,9ED,326/350,No
"Undergrowth Champion",1,58667,Mythic Rare,BFZ,197/274,No
"Undermine",1,14841,Rare,IN,282/350,No
"Underworld Connections",1,46741,Rare,RTR,83/274,No
"Underworld Dreams",1,22769,Rare,9ED,167/350,No
"Unearth",1,12585,Common,UL,72/143,No
"Unearthly Blizzard",1,21039,Common,CHK,196/306,No
"Unesh, Criosphinx Sovereign",1,64588,Mythic Rare,HOU,52/199,No
"Unexpected Results",1,47689,Rare,GTC,203/249,No
"Unfriendly Fire",1,65360,Common,XLN,172/279,No
"Unfulfilled Desires",1,7395,Rare,MI,285/350,No
"Unified Front",1,58723,Uncommon,BFZ,53/274,No
"Unifying Theory",1,16859,Rare,OD,112/350,No
"Unknown Shores",1,59341,Common,OGW,181/184,No
"Unmake",1,29966,Common,EVE,96/180,No
"Unquenchable Thirst",1,64590,Common,HOU,53/199,No
"Unquestioned Authority",1,17418,Uncommon,JUD,31/143,No
"Unraveling Mummy",1,64778,Uncommon,HOU,147/199,No
"Unscythe, Killer of Kings",1,32493,Rare,ARB,114/145,Yes
"Unstable Obelisk",1,55113,Uncommon,C14,58/337,No
"Unstoppable Ash",1,29130,Rare,MOR,137/150,No
"Unsummon",1,64592,Common,HOU,54/199,No
"Untaidake, the Cloud Keeper",1,21411,Rare,CHK,285/306,No
"Unwavering Initiate",1,63674,Common,AKH,36/269,No
"Unwilling Recruit",1,30162,Uncommon,EVE,64/180,No
"Unwinding Clock",1,39872,Rare,NPH,164/175,No
"Unyaro Bees",1,25673,Rare,TSP,231/301,No
"Unyaro Griffin",1,7401,Uncommon,MI,44/350,No
"Upheaval",1,52931,Mythic Rare,VMA,100/325,No
"Upwelling",1,27168,Rare,10E,306/383,No
"Urabrask the Hidden",1,39738,Mythic Rare,NPH,98/175,No
"Urbis Protector",1,47631,Uncommon,GTC,27/249,No
"Urborg Justice",1,9283,Rare,WL,84/167,No
"Urborg Panther",1,7403,Common,MI,150/350,No
"Urborg Stalker",1,9275,Rare,WL,85/167,No
"Urborg Volcano",1,19253,Uncommon,8ED,327/350,No
"Urborg, Tomb of Yawgmoth",1,53250,Rare,M15,248/269,No
"Ur-Golem's Eye",1,20442,Common,DST,155/165,Yes
"Uril, the Miststalker",1,32480,Mythic Rare,ARB,124/145,No
"Urza's Bauble",1,28071,Uncommon,MED,170/195,No
"Urza's Factory",1,31493,Uncommon,PRM,101/1158,No
"Urza's Filter",1,14757,Rare,IN,318/350,No
"Urza's Incubator",1,13031,Rare,UD,142/143,No
"Urza's Miter",1,38778,Rare,ME4,237/260,No
"Utter End",1,54188,Rare,KTK,210/269,No
"Utvara Hellkite",1,46793,Mythic Rare,RTR,110/274,No
"Uyo, Silent Prophet",1,21247,Rare,CHK,99/306,No
"Vaevictis Asmadi",1,33618,Rare,ME3,185/230,No
"Valakut Fireboar",1,36332,Uncommon,ROE,170/248,No
"Valakut Predator",1,58429,Common,BFZ,160/274,No
"Valakut, the Molten Pinnacle",1,35142,Rare,PRM,166/1158,No
"Valley Rannet",1,32222,Common,ARB,61/145,No
"Vampire Revenant",1,66631,Common,RIX,89/196,No
"Vampiric Dragon",1,16505,Rare,OD,296/350,No
"Vampiric Rites",1,58637,Uncommon,BFZ,124/274,No
"Vampiric Tutor",1,52631,Rare,VMA,145/325,No
"Vanguard of Brimaz",1,51755,Uncommon,BNG,29/165,No
"Vanguard's Shield",1,44124,Common,AVR,223/244,Yes
"Vanish into Memory",1,24521,Uncommon,CSP,133/155,No
"Vanquisher's Banner",1,65532,Rare,XLN,251/279,No
"Varchild's War-Riders",1,28133,Rare,MED,110/195,No
"Varolz, the Scar-Striped",1,48282,Rare,DGM,112/156,No
"Vault of the Archangel",1,43485,Rare,DKA,158/158,No
"Vaultbreaker",1,55404,Uncommon,FRF,117/185,No
"Vectis Dominator",1,32318,Common,ARB,84/145,No
"Vector Asp",1,37977,Common,SOM,219/249,No
"Vedalken Archmage",1,19819,Rare,MRD,55/306,No
"Vedalken Engineer",1,20419,Common,DST,35/165,No
"Vedalken Orrery",1,20692,Rare,5DN,163/165,No
"Vedalken Outlander",1,31880,Common,CON,132/145,Yes
"Vedalken Plotter",1,40750,Uncommon,CMD,66/318,No
"Veiled Crocodile",1,12225,Rare,UZ,108/350,No
"Veiled Serpent",1,11977,Common,UZ,110/350,No
"Veilstone Amulet",1,26854,Rare,FUT,166/180,No
"Vein Drinker",1,31069,Rare,ALA,91/249,No
"Vela the Night-Clad",1,45078,Mythic Rare,PC2,107/156,No
"Vendetta",1,36680,Common,ROE,130/248,No
"Vengeful Firebrand",1,28944,Rare,MOR,111/150,No
"Venser, Shaper Savant",1,26594,Rare,FUT,46/180,No
"Venser, the Sojourner",1,38335,Mythic Rare,SOM,135/249,No
"Venser's Journal",1,38419,Rare,SOM,220/249,No
"Vent Sentinel",1,36436,Common,ROE,171/248,No
"Ventifact Bottle",1,7407,Rare,MI,323/350,No
"Verdant Confluence",1,59195,Rare,PZ1,90/149,No
"Verdant Eidolon",1,24311,Common,DIS,100/180,No
"Verdant Sun's Avatar",1,65446,Rare,XLN,213/279,No
"Verdeloth the Ancient",1,48838,Rare,MMA,172/229,No
"Verdurous Gearhulk",1,62017,Mythic Rare,KLD,172/264,No
"Vermiculos",1,20082,Rare,MRD,80/306,Yes
"Vernal Bloom",1,19091,Rare,8ED,286/350,No
"Vernal Equinox",1,13299,Rare,MM,283/350,No
"Vessel of Endless Rest",1,44063,Uncommon,AVR,224/244,No
"Vesuvan Doppelganger",1,27837,Rare,MED,54/195,No
"Vesuvan Shapeshifter",1,25949,Rare,TSP,90/301,No
"Veteran Bodyguard",1,38626,Rare,ME4,32/260,No
"Veteran Explorer",1,9397,Uncommon,WL,144/167,No
"Veteran of the Depths",1,28360,Uncommon,LRW,46/301,Yes
"Veteran's Armaments",1,29161,Uncommon,MOR,146/150,Yes
"Vexing Sphinx",1,24801,Rare,CSP,50/155,No
"Vial of Dragonfire",1,56037,Common,DTK,247/264,Yes
"Vial Smasher the Fierce",1,62329,Mythic Rare,PZ2,49/73,No
"Viashino Heretic",1,12715,Uncommon,UL,95/143,No
"Viashivan Dragon",1,7785,Rare,VI,140/167,No
"Vicious Shadows",1,31117,Rare,ALA,119/249,No
"Victimize",1,60841,Uncommon,EMA,113/249,No
"Vigean Graftmage",1,24147,Uncommon,DIS,35/180,No
"Vigilant Martyr",1,7411,Uncommon,MI,45/350,No
"Vigor",1,28471,Rare,LRW,240/301,No
"Vile Aggregate",1,58427,Uncommon,BFZ,137/274,No
"Vile Manifestation",1,64644,Uncommon,HOU,80/199,No
"Vindicate",1,60817,Rare,EMA,210/249,No
"Violent Eruption",1,17263,Uncommon,TOR,117/143,No
"Violent Impact",1,63910,Common,AKH,154/269,No
"Violent Ultimatum",1,31211,Rare,ALA,206/249,No
"Violet Pall",1,29234,Common,MOR,81/150,No
"Viral Drake",1,39960,Uncommon,NPH,49/175,No
"Viridian Betrayers",1,39760,Common,NPH,124/175,No
"Viridian Claw",1,39310,Uncommon,MBS,143/155,Yes
"Viridian Emissary",1,39325,Common,MBS,95/155,No
"Viridian Joiner",1,19801,Common,MRD,138/306,No
"Viridian Zealot",1,20401,Rare,DST,90/165,No
"Visara the Dreadful",1,18313,Rare,ONS,179/350,No
"Viscera Dragger",1,31223,Common,ALA,92/249,No
"Viscerid Drone",1,24513,Uncommon,ALL,42/144,No
"Viseling",1,14007,Uncommon,NE,140/143,No
"Vish Kal, Blood Arbiter",1,40645,Rare,CMD,234/318,No
"Vision Skeins",1,51494,Common,C13,65/356,No
"Visions of Beyond",1,41423,Rare,M12,80/249,No
"Vitalize",1,9179,Common,WL,145/167,No
"Vitalizing Wind",1,14259,Rare,PR,133/143,No
"Vitu-Ghazi, the City-Tree",1,23492,Uncommon,RAV,285/306,No
"Vivid Crag",1,48710,Uncommon,MMA,225/229,No
"Vivid Creek",1,35328,Uncommon,H09,35/41,Yes
"Vivid Grove",1,40495,Uncommon,CMD,295/318,No
"Vivid Marsh",1,40496,Uncommon,CMD,296/318,No
"Vizier of Deferment",1,63676,Uncommon,AKH,37/269,No
"Vizier of Many Faces",1,63750,Rare,AKH,74/269,No
"Vizier of Remedies",1,63678,Uncommon,AKH,38/269,No
"Vizier of the Anointed",1,64594,Uncommon,HOU,55/199,No
"Vizier of the Menagerie",1,63986,Mythic Rare,AKH,192/269,No
"Vizier of the True",1,64540,Uncommon,HOU,28/199,No
"Vizier of Tumbling Sands",1,63752,Uncommon,AKH,75/269,No
"Vodalian Illusionist",1,9433,Uncommon,WL,58/167,No
"Vodalian Knights",1,28023,Uncommon,MED,55/195,No
"Vodalian Merchant",1,14993,Common,IN,85/350,No
"Voice of All",1,40602,Rare,CMD,35/318,No
"Voice of the Woods",1,18210,Rare,ONS,297/350,Yes
"Voices from the Void",1,31657,Uncommon,CON,55/145,No
"Void Attendant",1,58495,Uncommon,BFZ,169/274,No
"Void Stalker",1,45634,Rare,M13,77/249,No
"Void Winnower",1,58631,Mythic Rare,BFZ,17/274,No
"Voidmage Husher",1,25599,Uncommon,TSP,92/301,No
"Voidslime",1,24041,Rare,DIS,137/180,No
"Voidwalk",1,47824,Uncommon,GTC,55/249,Yes
"Volcanic Dragon",1,7417,Rare,MI,201/350,No
"Volcanic Submersion",1,30957,Common,ALA,121/249,No
"Volcano Hellion",1,26413,Rare,PLC,111/165,No
"Voldaren Pariah",1,61396,Rare,EMN,111/205,No
"Volition Reins",1,38227,Uncommon,SOM,53/249,No
"Volrath the Fallen",1,14005,Rare,NE,75/143,No
"Volrath's Shapeshifter",1,52707,Rare,VMA,101/325,No
"Voltaic Construct",1,20325,Uncommon,DST,156/165,No
"Voltaic Key",1,37308,Uncommon,M11,219/249,No
"Vona, Butcher of Magan",1,65482,Mythic Rare,XLN,231/279,No
"Vona's Hunger",1,66633,Rare,RIX,90/196,No
"Voracious Dragon",1,31902,Rare,CON,75/145,Yes
"Voracious Vampire",1,66635,Common,RIX,91/196,No
"Voracious Wurm",1,49503,Uncommon,M14,200/249,No
"Vorapede",1,43421,Mythic Rare,DKA,131/158,No
"Vorel of the Hull Clade",1,48276,Rare,DGM,115/156,No
"Vorinclex, Voice of Hunger",1,39792,Mythic Rare,NPH,127/175,No
"Vorosh, the Hunter",1,26332,Rare,PLC,164/165,Yes
"Vorrac Battlehorns",1,20012,Common,MRD,271/306,Yes
"Vow of Lightning",1,40655,Uncommon,CMD,138/318,No
"Vow of Wildness",1,40658,Uncommon,CMD,178/318,No
"Voyager Staff",1,23360,Uncommon,RAV,274/306,No
"Voyage's End",1,50160,Common,THS,73/249,No
"Voyaging Satyr",1,50178,Common,THS,182/249,No
"Vraska the Unseen",1,46567,Mythic Rare,RTR,208/274,No
"Vraska's Contempt",1,65274,Rare,XLN,129/279,No
"Vryn Wingmare",1,57848,Rare,ORI,40/272,No
"Vulpine Goliath",1,50198,Common,THS,183/249,No
"Vulshok Gauntlets",1,19906,Common,MRD,273/306,Yes
"Vulshok Morningstar",1,22818,Uncommon,9ED,315/350,Yes
"Vulturous Zombie",1,23474,Rare,RAV,238/306,No
"Wake of Destruction",1,13037,Rare,UD,99/143,No
"Wake Thrasher",1,30197,Rare,EVE,31/180,Yes
"Wakening Sun's Avatar",1,65100,Mythic Rare,XLN,44/279,No
"Waker of the Wilds",1,65450,Rare,XLN,215/279,No
"Wakestone Gargoyle",1,24333,Rare,DIS,21/180,No
"Walk the Aeons",1,25569,Rare,TSP,93/301,No
"Walk the Plank",1,65276,Uncommon,XLN,130/279,No
"Walking Archive",1,24035,Rare,DIS,169/180,No
"Walking Ballista",1,62561,Rare,AER,181/184,No
"Walking Corpse",1,53905,Common,M15,278/269,No
"Wall of Denial",1,63175,Uncommon,MM3,201/249,No
"Wall of Forgotten Pharaohs",1,64860,Common,HOU,168/199,No
"Wall of Frost",1,49153,Uncommon,M14,78/249,No
"Wall of Kelp",1,30642,Common,ME2,74/245,No
"Wall of Limbs",1,53648,Uncommon,M15,121/269,No
"Wall of Nets",1,10547,Rare,EX,24/143,No
"Wall of Reverence",1,50996,Rare,C13,26/356,No
"Wall of Shards",1,24689,Uncommon,CSP,23/155,No
"Wall of Tanglecord",1,38119,Common,SOM,222/249,No
"Wander in Death",1,63832,Common,AKH,115/269,No
"Wandering Mage",1,33696,Rare,ME3,186/230,No
"Wandering Stream",1,14969,Common,IN,224/350,No
"Wanderwine Prophets",1,28441,Rare,LRW,95/301,No
"Wanted Scoundrels",1,65278,Uncommon,XLN,131/279,No
"War Priest of Thune",1,37520,Uncommon,M11,38/249,No
"War Tax",1,13709,Uncommon,MM,113/350,No
"Warchanter of Mogis",1,51801,Common,BNG,85/165,No
"Warchief Giant",1,59175,Uncommon,PZ1,69/149,No
"Ward Sliver",1,18477,Uncommon,LGN,25/145,No
"Warden of Evos Isle",1,49485,Uncommon,M14,79/249,No
"Warfire Javelineer",1,63912,Uncommon,AKH,155/269,No
"Warkite Marauder",1,66573,Rare,RIX,60/196,No
"Warmind Infantry",1,47519,Common,GTC,111/249,No
"Warmonger",1,13337,Uncommon,MM,225/350,No
"Warmonger Hellkite",1,55029,Rare,C14,41/337,No
"Warp World",1,33080,Rare,M10,163/249,Yes
"Warped Devotion",1,19623,Rare,8ED,172/350,No
"Warped Landscape",1,59922,Common,SOI,280/297,No
"Warped Researcher",1,18465,Uncommon,LGN,56/145,No
"Warping Wurm",1,7431,Rare,MI,287/350,No
"Warren Instigator",1,34642,Mythic Rare,ZEN,154/249,No
"Warren Pilferers",1,28653,Common,LRW,146/301,No
"War's Toll",1,23995,Rare,DIS,77/180,No
"Warstorm Surge",1,41511,Rare,M12,160/249,No
"Wasitora, Nekoru Queen",1,65705,Rare,PZ2,/309,No
"Waste Not",1,53494,Rare,M15,122/269,No
"Wasteland Scorpion",1,63834,Common,AKH,116/269,No
"Watchdog",1,9949,Uncommon,TE,314/350,No
"Watcher in the Web",1,60248,Common,SOI,239/297,No
"Watchers of the Dead",1,64138,Uncommon,AKH,238/269,No
"Watchful Naga",1,63988,Uncommon,AKH,193/269,No
"Waterfront Bouncer",1,52830,Uncommon,VMA,102/325,Yes
"Waterknot",1,66575,Common,RIX,61/196,No
"Waterspout Weavers",1,29047,Uncommon,MOR,56/150,Yes
"Watery Grave",1,47471,Rare,GTC,249/249,No
"Wave of Reckoning",1,13667,Rare,MM,56/350,No
"Wave of Terror",1,9281,Rare,WL,86/167,No
"Wavecrash Triton",1,50500,Common,THS,74/249,No
"Waxmane Baku",1,21771,Common,BOK,29/165,No
"Wayfarer's Bauble",1,55256,Common,C14,281/337,No
"Wayfaring Giant",1,14861,Uncommon,IN,44/350,No
"Wayward Servant",1,64018,Uncommon,AKH,208/269,No
"Wayward Swordtooth",1,66753,Rare,RIX,150/196,No
"Weakstone",1,38796,Uncommon,ME4,239/260,No
"Weathered Wayfarer",1,22705,Rare,9ED,54/350,No
"Weatherseed Treefolk",1,12475,Rare,UL,116/143,No
"Weaver of Currents",1,64020,Uncommon,AKH,209/269,No
"Web of Inertia",1,17464,Uncommon,JUD,53/143,No
"Wei Night Raiders",1,33830,Uncommon,ME3,81/230,No
"Weird Harvest",1,18205,Rare,ONS,299/350,No
"Welcome to the Fold",1,60336,Rare,SOI,96/297,No
"Well of Knowledge",1,9267,Rare,WL,162/167,No
"Well of Lost Dreams",1,51452,Rare,C13,271/356,No
"Wellspring",1,7435,Rare,MI,288/350,No
"Westvale Abbey",1,59810,Rare,SOI,281/297,No
"Wetland Sambar",1,53972,Common,KTK,62/269,No
"Whalebone Glider",1,24475,Uncommon,ICE,349/383,No
"Wheel and Deal",1,17881,Rare,ONS,121/350,No
"Wheel of Fate",1,25637,Rare,TSP,187/301,No
"Wheel of Fortune",1,53245,Mythic Rare,VMA,192/325,No
"Whelming Wave",1,51797,Rare,BNG,57/165,No
"Whims of the Fates",1,51839,Rare,BNG,115/165,No
"Whip of Erebos",1,50408,Rare,THS,110/249,No
"Whip Silk",1,14669,Common,IN,225/350,No
"Whipflare",1,39694,Uncommon,NPH,102/175,No
"Whipkeeper",1,16667,Uncommon,OD,228/350,No
"Whir of Invention",1,62655,Rare,AER,49/184,No
"Whirlpool Rider",1,16314,Common,AP,35/143,No
"Whispering Specter",1,39836,Uncommon,NPH,77/175,No
"Whispersilk Cloak",1,20289,Common,DST,160/165,No
"White Sun's Zenith",1,39573,Rare,MBS,19/155,No
"Whiteout",1,30592,Common,ME2,185/245,No
"Wild Beastmaster",1,46751,Rare,RTR,139/274,No
"Wild Dogs",1,12209,Common,UZ,284/350,No
"Wild Evocation",1,37292,Rare,M11,160/249,No
"Wild Guess",1,45656,Common,M13,157/249,No
"Wild Ox",1,38942,Uncommon,ME4,174/260,No
"Wild Pair",1,26545,Rare,PLC,144/165,No
"Wild Research",1,16044,Rare,AP,72/143,No
"Wilderness Elemental",1,24633,Uncommon,CSP,134/155,No
"Wild-Field Scarecrow",1,59834,Uncommon,SOI,269/297,No
"Wildfire Cerberus",1,52096,Uncommon,JOU,116/165,No
"Wildfire Eternal",1,64702,Rare,HOU,109/199,No
"Wildgrowth Walker",1,65452,Uncommon,XLN,216/279,No
"Wildwood Rebirth",1,47833,Common,GTC,140/249,No
"Willbreaker",1,57774,Rare,ORI,84/272,No
"Willow Priestess",1,33684,Uncommon,ME3,138/230,No
"Willow Satyr",1,33742,Rare,ME3,139/230,No
"Wily Goblin",1,65366,Uncommon,XLN,174/279,No
"Wind Drake",1,19439,Common,8ED,114/350,No
"Windborn Muse",1,27540,Rare,10E,60/383,No
"Windbrisk Heights",1,28621,Rare,LRW,281/301,No
"Windfall",1,12415,Uncommon,UZ,111/350,No
"Windreader Sphinx",1,49351,Mythic Rare,M14,81/249,No
"Windreaver",1,24039,Rare,DIS,138/180,No
"Windrider Patrol",1,58349,Uncommon,BFZ,89/274,No
"Winds of Change",1,27939,Uncommon,MED,111/195,No
"Winds of Rath",1,52691,Rare,VMA,53/325,No
"Winds of Rebuke",1,63754,Common,AKH,76/269,No
"Windwright Mage",1,31294,Common,ALA,208/249,Yes
"Wing Shards",1,18858,Uncommon,SCG,25/143,No
"Winged Shepherd",1,63680,Common,AKH,39/269,No
"Winged Sliver",1,56512,Common,TPR,82/269,No
"Wings of Velis Vel",1,28367,Common,LRW,97/301,No
"Winter Blast",1,27941,Uncommon,MED,138/195,No
"Winter Orb",1,60791,Rare,EMA,234/249,No
"Winter's Night",1,30742,Rare,ME2,200/245,No
"Wipe Clean",1,18916,Common,SCG,26/143,No
"Wirewood Channeler",1,18367,Uncommon,LGN,144/145,No
"Wirewood Guardian",1,18690,Common,SCG,132/143,No
"Wirewood Symbiote",1,18878,Uncommon,SCG,133/143,No
"Wistful Selkie",1,30009,Uncommon,EVE,165/180,Yes
"Witch-Maw Nephilim",1,23879,Rare,GPT,138/165,No
"Withered Wretch",1,18471,Uncommon,LGN,86/145,No
"Withering Hex",1,17943,Uncommon,ONS,181/350,No
"Withering Wisps",1,30600,Uncommon,ME2,114/245,No
"Without Weakness",1,64646,Common,HOU,81/199,No
"Withstand Death",1,38249,Common,SOM,134/249,No
"Wizened Cenn",1,28407,Uncommon,LRW,49/301,No
"Wolfbriar Elemental",1,35755,Rare,WWK,118/145,No
"Wolfcaller's Howl",1,55145,Rare,C14,52/337,No
"Wonder",1,35154,Uncommon,PRM,303/1158,No
"Wood Elemental",1,38898,Rare,ME4,175/260,No
"Wood Elves",1,15988,Common,7E,284/350,No
"Wooded Bastion",1,29495,Rare,SHM,281/301,No
"Woodfall Primus",1,29589,Rare,SHM,135/301,No
"Woodland Bellower",1,58086,Mythic Rare,ORI,207/272,No
"Woodland Guidance",1,28743,Uncommon,LRW,243/301,No
"Woodland Wanderer",1,58655,Rare,BFZ,198/274,No
"Woodripper",1,13779,Uncommon,NE,125/143,No
"Woodwraith Corrupter",1,23123,Rare,RAV,240/306,Yes
"Woolly Mammoths",1,24479,Common,ICE,278/383,No
"Woolly Spider",1,30604,Uncommon,ME2,189/245,No
"Word of Command",1,38640,Rare,ME4,103/260,No
"Word of Seizing",1,55288,Rare,C14,185/337,No
"Words of Wind",1,17883,Rare,ONS,122/350,No
"Words of Wisdom",1,16931,Common,OD,114/350,No
"World Queller",1,34654,Rare,ZEN,39/249,No
"World Shaper",1,66755,Rare,RIX,151/196,No
"Worldgorger Dragon",1,52999,Rare,VMA,193/325,No
"Worldly Counsel",1,14909,Common,IN,89/350,No
"Worldly Tutor",1,7445,Uncommon,MI,255/350,No
"Worldpurge",1,29339,Rare,SHM,156/301,No
"Worldslayer",1,20268,Rare,MRD,276/306,Yes
"Wormwood Treefolk",1,33656,Uncommon,ME3,140/230,No
"Worn Powerstone",1,54711,Uncommon,C14,282/337,No
"Wort, Boggart Auntie",1,28399,Rare,LRW,252/301,No
"Wort, the Raidmother",1,29529,Rare,SHM,223/301,No
"Wrath of God",1,60649,Rare,EMA,38/249,No
"Wrecking Ball",1,40767,Common,CMD,238/318,No
"Wren's Run Packmaster",1,28713,Rare,LRW,244/301,No
"Wretched Camel",1,64648,Common,HOU,82/199,No
"Wrexial, the Risen Deep",1,40587,Mythic Rare,CMD,239/318,No
"Wurmcoil Engine",1,37861,Mythic Rare,PRM,204/1158,No
"Wydwen, the Biting Gale",1,28474,Rare,LRW,253/301,Yes
"Xanthic Statue",1,9269,Rare,WL,163/167,No
"Xathrid Demon",1,32727,Mythic Rare,M10,122/249,No
"Xathrid Gorgon",1,45205,Rare,PRM,1012/1158,No
"Xathrid Necromancer",1,49469,Rare,M14,123/249,No
"Xenagos, God of Revels",1,51745,Mythic Rare,BNG,156/165,No
"Xenagos, the Reveler",1,50316,Mythic Rare,THS,209/249,No
"Xenograft",1,39909,Rare,NPH,51/175,Yes
"Xiahou Dun, the One-Eyed",1,33876,Uncommon,ME3,83/230,No
"Xira Arien",1,33624,Rare,ME3,187/230,No
"Yamabushi's Storm",1,21031,Common,CHK,199/306,No
"Yare",1,7447,Rare,MI,48/350,No
"Yasova Dragonclaw",1,55430,Rare,FRF,148/185,No
"Yavimaya Coast",1,57676,Rare,ORI,252/272,No
"Yavimaya Hollow",1,52817,Rare,VMA,325/325,No
"Yawgmoth's Will",1,52781,Mythic Rare,VMA,148/325,No
"Yeva, Nature's Herald",1,45580,Rare,M13,197/249,No
"Yidris, Maelstrom Wielder",1,62335,Mythic Rare,PZ2,64/73,No
"Yisan, the Wanderer Bard",1,53652,Rare,M15,209/269,No
"Yoked Ox",1,50138,Common,THS,37/249,No
"Yoked Plowbeast",1,31145,Common,ALA,31/249,No
"Yomiji, Who Bars the Way",1,21777,Rare,BOK,30/165,No
"Yore-Tiller Nephilim",1,23885,Rare,GPT,140/165,No
"Yosei, the Morning Star",1,21201,Rare,CHK,50/306,No
"Yotian Soldier",1,19743,Common,MRD,277/306,No
"Yuki-Onna",1,22136,Uncommon,SOK,120/165,No
"Yukora, the Prisoner",1,21761,Rare,BOK,90/165,No
"Zacama, Primal Calamity",1,66811,Mythic Rare,RIX,174/196,No
"Zameck Guildmage",1,47703,Uncommon,GTC,209/249,No
"Zealot il-Vec",1,25461,Common,TSP,47/301,No
